Title,Thumbsup,Name,Comment
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Giovanni Castillo,Joe rogan podcast 10000%% thats hes calling stand up nooo please stop!!!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Siphelele Mhatu,Man we love Joe Rogan
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Rolled 8th,Fyscal cawlmedy papa
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,bacorable,we just laugh because hes joe rogan
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,4,Heather Deladurantaye,Why does this remind me of George Carlin?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Mo Z,Is it just me r does his face looks different?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Sean Taylor,Wouldn't it have been cool if Joe Rogan did a cat spring (kip-ap) to get up? Lol
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Curtis Densmore,He's high af
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,PARADOX _MOTO,1:40 😂😂😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,6,Ramon Solorio,My god that was FANTASTIC
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,4,Jim O'Neill,Love Joe Rogan but not really feeling it with the stand-up.  The laughter from the audience feels forced too.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Daddy Yank,never funny but good podcast
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Scorpio,Hilarious and true
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,ShowMetheWater,That's a good bit
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,22,zuyo 47,Bruh this ain’t funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,A- ROD1299,Joe stick to the jokes.. on the podcast
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dustin Caldwell,Who told Joe Rogan he was funny enough to do stand up? They lied to him.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Austen Paterson,Joe is a historical piece of art
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Broteese,Hahaah hilarious
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,29,Fj A,I am a Joe Rogan fan....but I don’t think I’ve ever laughed at a Joe Rogan joke....that’s what’s crazy.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,AlexMaster343,I am now convinced that Joe Rogan comedian and Joe Rogan podcast are to different people.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,John Barnhill,I enjoy his podcast. But after seeing this I understand why I never knew he was a standup comic. He’s not funny. He’s not unique and his jokes suck.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Sean Kelsey,My grandma's ragdoll hates everyone but my grandma she growls anytime anyone gets near her
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,bquade70,Good stuff-👍👍
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,6,Andy Galligan,"Joe is always talking about the art of stand-up like it's the most sacred stage for society's truth-sayers but then half his material is like ""isn't it crazy how cats and dogs behave?"" and ""dude one time I got so high"" stories, like what are we actually talking about bro"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Danielle Spargo,"cats are actually the best tho.  dogs are awesome too, and a home is not complete without at least one cat and one dog.  but cats have a special place in my heart.  if you understand cat body language, and you can reciprocate, cats are extremely affectionate, loving animals.  but you gotta earn their love and respect, just like humans.  whereas dogs just love unconditionally, even if you're a shit person.  so i'm totally down with cats"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,James King,xD
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,SuburbanHobbyist,"Domestic cats are estimated to kill up to 4 BILLION birds and 22.3 BILLION mammals annually. That equates to around 39 animals that your cat kills each year (unless you don't let them outside) with some estimates as high as 90 on average. Most of the kills happen in housing development type locations vs farms/woods. Because of the widespread ownership of these murder machines, some environmentalists argue policies like trap and kill (vs trap, spay/neuter and release) and restrictions on cat ownership should be implemented."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,DTardif28,I like joe Rogan but i don’t find h funny at all.... I feel like he just screams and everyone finds that funny.... but i like the guy
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,10,Shadowman48ped,Why does he look like a toddler wearing their dad's clothes?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Ashutosh Singh,My neighbours dog ate other neighbours rabbits . 2 or 3 of them lol
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,d 1,I forgot how was funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Kerry Fry,Joe not funny Rogan. His humour has no soul. I'd rather watch a spin cycle of my washing machine.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,Mister Dragzon,Joe ‘That’s Crazy’ Rogan
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,9,Lxlno,"""Who clicked on the vid and came straight to comments?😂""

(OMG  Netflix thanks for commenting on my new video!❤️)"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,David Aranda,🔥 🔥
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Solitude Guard,This guy needs try elk meat.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,Jesus Crust,4:48 yo why did he sound like Alex Jones for a second!!!!!!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Cristian Ruano,Stick to Podcasts Joe...
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,19,Khamzat Chimaev,His comedy is so aggressive and unfunny and I love rogan he’s just a funny guy in conversation he’s not a stand up comedian
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,BoOniEDoTsShOw,Hey it's Joke Rogan.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jared Hypsomnus,RIP Joe Rogan
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,xtscarface M,"I love cats!... men, not so much."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,5,James Doner,Joe always says how he hates physical comedy. Dude this is 100 percent physical. Lol physical is fine when you’re hilarious. See James Carrey
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Weirdo Thatrapper,"""You know you're going to die right?""
😂😂😂😂😂"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Joseph Chatfield,"I had this cat when I was little named Aristocat, and a pet lizard named Jake. These two were buddies, and  Ris would let out Jake out of his cage, and  you can not find him quickly  at times, but when you're in your room, and you notice one of your dino toys are moving and realised - That's not Rexy."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Diz Nuts,Looks like the guy from fear factor.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,43,Walter White,This is what comedy becomes when you can’t joke about real topics.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,HinjuRock,It's not natural to keep cats indoors all the time.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Diamond Destiny,LMAO
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Francisco Curiel,Joe Rogan is great man haha
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,5,SuperFurious Roy1,Is Joe Rogan raising his voice supposed to be the punch line? I'm trying to figure out when I'm supposed to laugh
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Michael Alvarez,Not that funny imo
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Bob L,Wow covid hit comedy haaard...
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,45JayDee,Lmfao
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,6,Kalakgaming,This guy is funny he should make podcast.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Neil Moncayo,1:37
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,DarC SuN,Surprisingly decent routine.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Ryan Park,Joe is the human form of egoraptor
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Emily Smith,Joe better stop skipping leg day
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,6,Pedro nunez,he isnt funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Elias Vaughn,i just wanna see a sketch or something of rogan and friends like callen and stuff turn into dogs and see whatd they turn into or act like after that bit lol
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,The Legit Food Reviewer,His face totally sells it
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,BV TheDude,My blind dog forgets she's blind all the time depending on what she thinks she has to get a hold of.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,3,Yugo RC,Wow It's a good thing that Joe got his podcast cause his comedy is awful
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Hi Jack,HE WEARS PANTS????
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,M S,"Wow, he must be the unfunniest person in the world"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Lehuy Vo,hahaha thats funny loll
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,sparkyinbath,I like Rogan but maybe stick to what you're good at bud lol.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,18,steviefresh88,I can see how some people may believe Joe Rogan is funny.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Web Dog,how is this guy a comedian?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Vivek Suryavanshi,Joe is trying too hard.. not like effortless-Bill-Bur
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,WindyCityKiDD,Good thing for his podcast because this was brutal.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Phoenix Furbaby,Is this special on Netflix australia? I can't find it
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,3,Aman Bytheway,He's not very funny is he really?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Thusith,damm its good
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Joshua Marshall,Joe can do some badass noises.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Mercator,i don't think cats sound like that
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Loki D. Wolf - Random Stuff,"Next to the gummy bear skit, this is one of his funniest to me."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,13,Jack,He is so animated because he knows the jokes can't stand on their own
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,jeremy gemar,If only he brought this energy to the podcast more often lol
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Kitten Life,We have a lot of useful videos about kittens. Please have a look
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jeremy Kurtz,Those exorcist noises tho.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Se7enExV,Where's the comedy?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,3,G Lo,Too much haterade over here
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Mostafa SaFwat,"I like joe and i enjoy his podcast 
But he isn't funny"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,bubbachala1989,I LOVE JOE
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Rudra,"Man.. I know is funny, but I dunno why. I'm not laughing, just chuckling abit. Is it Joe? Or something to do with the way he delivers it. I swear if Kevin Hart did this, I'll be holding mu stomach laughing"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jason Land,Our cat ate my sisters bird
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Adam Martinez,You're not multi talented joe.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,ste Muganwa,Who knew Joe could be funny lol
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,J C,"Just goes to show, dogs are dumb and cats know what they want"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,MCETV,This dude madd funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Ricardo Angel,Cringeworthy if u ask me
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,sirkreuab,Haven’t seen his comedy in a few years but dang those impressions pretty on point was very funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Derrick Lopez,Hahaha cats are really funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,stringTheory80,and elk meat
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,CS Xanatos,My cat will bite you or run away...not having it.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,obiDave28,Who are ale the people laughing at this
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Keith Drummond,No explanation about how men are like cats. Just a really tired comparison between cats and dogs that's more or less been told before.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,4,TyetheRebel,"I'm sorry, I love Joe and his podcast is amazing but he's just NOT A FUNNY COMEDIAN."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,SnoopyDoo,Holy crap. This guy has legs??
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,baby rage,Didnt knoe jokoy is getting old now
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Henry Lozinski,Joe loud = funny Rogan
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Wib Bell,Joe looks real creepy wit out hair
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,hospitalcleaner,"Sort of forcing his delivery here, can't  say he's my cup of tea but you gotta hand it to him the guy has a shitload of energy at 55 (or however old he is) and he's one of the most sought after comics in New York"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Calling you out all day,Stick to pod casts
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Ham Solo,Joe Rogain is actually Bigfoot who came out of hiding and is living amongst human society
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dinpuia Puia,"Joe is not funny, people laugh because they like his podcast, I watch because I like his podcast 🤣"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Migg,Joe just isn't very funny....
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Daisy Sparks,🤣🤣🤣🤣
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,arash,Why does he wear a long shirt?😂 that's not helping at all
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,TIM Styles,Love rogan to heaven and back but comedy isnt it man
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,S Kirk,Multi talented af
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,D E A T H O F T H E B R I D E,Dude this guy is really funny. He should have his own podcast. He should have a guy named Jaimie look things up for him.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,shadow of boston,How is he funny again?
